country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Spain,1971,17805,CASTRO DE VILLADONGA 1971-1978 5,64,393,395,43.160928035962,-7.3887257577961,64 nummi. Among them a coin of Constantius II ending with issues of AD 393-395.,"Museo Arqueolóxico do Castro de Viladonga, Spain"
France,1900,6355,SARRAS,61,286,305,45.1905,4.7928,The hoard comprised a ceramic urn containing a single dupondius or as of Gordian III and 60 radiates from Carus to Maximian I.,NA
Israel,2006,7729,SHU'AFAT 2006 C,30,113,114,31.814,35.234,The hoard comprised 26 bronze coins dated between 175-164 BC and AD 113-114 with 4 intruding coins.,Israel Antiquities Authority (IAA 113031-60)
France,1857,8619,LA RIVIÈRE,3000,244,249,45.245,5.512,"Circa 3000 antoniniani (radiates) with portraits of Gordian III, Philip I, Otacilia Severa, Philip II ""and other emperors and empresses of the 3rd century"".",NA
France,1869,5950,NANTES AREA,200,271,274,47.2261099,-1.5559043,"Sometime before 1869, somewhere in the vicinity of Nantes, a hoard comprising several hundreds antoniniani (radiates) of Tetricus I and Tetricus II was discovered.","Musée départemental d'archéologie, Nantes, Frances"
Sweden,1887,15586,RINGS,3,138,161,57.70785,18.632072,"Originally 3 denarii (Hadrian, Antoninus Pius, imitation) found within an Iron Age settlement together iron, earthenware, b1 artefacts.","Swedish History Museum, Stockholm (inv.no. 8063)"
Poland,1834,13645,BRZEŹNO CZŁUCHOWSKIE,98,375,392,53.671518,17.483055,"Around 98 coins, of which 29 denarii, 4 bronze provincials, 65 bronze: Vitellius - Valentinian II (AD 375-392).",Lost
Spain,2000,17564,BAETULO,33,125,128,41.452387974632,2.2470209493459,33 bronze coins found together in 1 insula of the former Roman city of Baetulo.,"Museo de Badalona, Spain"
UK,1870,921,MONEYBURY HILL 1870,116,272,274,51.807406,-0.60899318,"116 coins found in 1870 close to M1ybury Hill, with articles of metal, animal remains, and broken Roman pottery. The coins range from the first half of the 1st century AD to ca. AD 270 and included 2 denarii, 8 antoniniani, 78 bronze and 28 cast coins. These coins could have formed 2 separate hoards (1 consisting of AE up to ca. AD 249; the other ranging down to AD 270).",NA
Spain,1927,17932,BRIGANTIUM,1000,300,500,43.370807462034,-8.3976512058844,Hoard of 1000 nummi. No further information.,NA
Ukraine,2017,20691,KHMELNYTSKYI REGION 2017 C,39,244,249,49.3764289774,26.8503898393,"A hoard of 39 antoniniani (Gordian III and Philip I) was discovered by a treasure hunter in the middle of November 2017 in Khmelnytskyi region. Information about the hoard and photos of the coins were published on the Ukrainian treasure hunter forum Violity on November 14, 2017. There is no additional information about the conditions of hoard find. The further fate of the coins is unknown.",NA
Tunisia,1965,5353,CARTHAGE 1965 1,47,235,238,36.853,10.322,A hoard of more than 2000 coins of which only 47 were seen: Vespasian - Maximinus I Thrax (AD 235-238).,NA
Spain,1975,17840,MANILVA,54,393,395,36.367061553881,-5.2277784053161,54 nummi found on the floor of mosaic: Constantius II - House of Theodosius I (AD 393-395).,"Museo Arqueológico de Málaga, Spain"
France,1995,12802,LONGUEIL-SAINTE-MARIE,6,-9,-9,49.357,2.718,"6 coins, possible kept in a purse, found in a building with unknown use: 5 republican denarii, 1 aureus of Augustus (BC 9).","Cabinet des médailles, Paris, France"
Bulgaria,1955,10143,LETNITSA 1955,15,69,79,43.3082,25.0564,"Unknown number of silver coins. 15 denarii of Vespasian are kept in the History Museum in Lovech, Bulgaria.","History Museum, Lovech, Bulgaria; inv.no. 1266-1280 (15 coins)"
Luxembourg,1973,12843,WECKER,3000,215,293,49.696,6.387,"A doubtful hoard of 3000 antoniniani (radiates) found by amateur archaeologists. Not confirmed by the ""official research"".",NA
Italy,1950,16206,NAVE,14,244,247,45.978,12.5036,The hoard includes 6 denari and 8 antoniniani (radiates) from Trajan to Philip I (AD 103-247) kept in a private collection.,Private collection
Morocco,1954,5413,THAMUSIDA 1954,11,81,96,34.335,-6.491,"11 denarii: 5 republican, 6 imperial: Republic - Domitian (AD 81-96).",NA
Bulgaria,1984,10428,STAN,280,250,250,43.344,27.2565,Within an ancient settlement was found a deposit of iron tools. Beneath were discovered 280 silver and bronze coins. The latest 1 from the mid-3rd century AD. No further information.,NA
Bulgaria,1973,10191,SVIŠTOV 1973,12,276,282,43.631,25.315,A bunch of 12 antoniniani: Claudius II - Probus (AD 276-282).,"History Museum, Svištov, Bulgaria"
Sweden,1854,15624,MELLBY STRAND,5,218,222,56.504437,12.946986,"5 denarii: Trajan, Antoninus Pius, Marcus Aurelius (Lucilla), Septimius Severus, Elagabalus (AD 218-222).","Swedish History Museum, Stockholm (inv.no. 2053)"
Sweden,1931,15521,SMISS,27,527,565,57.55138,18.400293,2 denarii (Hadrian and Commodus for Crispina) and 25 solidi: Honorius - Justinian I (AD 527-565). Found together with several gold fragments and 1 piece of bronze.,"Swedish History Museum, Stockholm (inv.no. 19800b ß denarii; 19130, 19310, 19536, 19800, 20214)"
Switzerland,1987,6423,SCHLEITHEIM SH 1987,6,71,71,47.742,8.48,"Hoard found during construction work, supervised by archaeologists. 6 Aes coins found together, all fresh Vespasian coins of the year 71, probably the con10t of a purse. No further indication.",Kantonsarchäologie Schaffhausen
Netherlands,1921,9893,FINKUM,26,194,194,53.278,5.757,"26 denarii found in 3 separate finds (1921, 1924, and 1946): Hadrian - Septimius Severus (AD 194).","Frisian Museum, Leeuwarden (nos. FML A 1373-1381)"
France,1964,7074,CHÂTEAUBLEAU CENTRAL POOL,27,260,269,48.588,3.108,The deposit was discovered over the course of several seasons of excavation at the major Gallo-Roman spring sanctuary site and comprised 27 bronze coins of Postumus.,NA
Romania,2012,18895,CRAIOVA - METRO,10,241,243,44.3137,23.8858,"Unknown original number of coins. Only 10 pieces were recovered: 8 denarii, 1 antoninianus (radiate), 1 plated denarius: Trajan - Gordian III (AD 241-243).","Muzeul Olteniei, Craiova, Romania"
France,1980,3638,COURCITÉ,3258,269,271,48.3123,-0.2505,The hoard was found in a ceramic vessel and comprised 3258 antoniniani (radiates): Gordian III - Victorinus (AD 269-271). The coins of Postumus (and some imitations) made up a quarter of all the coins studied. The hoard was found during ground levelling works close to the walls of a farm; silver w8: 880.6-5928.0 g.,NA
Bulgaria,1980,10310,TSAREV DOL,5000,138,161,43.9648,26.7309,About 5000 denarii: Republic - Antoninus Pius (AD 138-161).,NA
UK,1995,15382,WEST MERSEA,4,-60,-50,51.770216,0.92628222,At least 4 Gallo-Belgic E staters probably originating in a single deposit have been discovered in the mud off the south coast of Mersea Island.,Colchester and Ipswich Museum Service (part)
Italy,1771,4175,MARENO DI PIAVE,3,383,388,45.842,12.351,3 solidi of Magnus Maximus (AD 383-388).,Lost
Bulgaria,1952,18329,RUSE AREA,8,-2,4,43.843413308352,25.950138748045,Unknown originally number of coins. Only 8 denarii were documented,"Regional History Museum, Russe, Bulgaria (inv.nos. 1202-1209)"
UK,1939,14565,TREVELGUE HEAD I,7,348,364,50.426291,-5.0706067,"4th century. Coins 1-2, 4-7, 5?, 9 - find spot Tr 63, 2m NW of House 1. With exception of heavily corroded & illegible No. 5, all of similar AD 330-50 Constantinian date, & occur within area of 1.5m, despite being topsoil finds. Poss. a small disturbed hoard. Nowakowski J.A. & Quinnell, H. 2011. Trevelgue Head, Cornwall. The Importance of C.K. Croft Andrew's Excavations. Cornwall County Council.Coin report by Reece pp. 245-256, fig. 101.1.",NA
France,1953,6354,SAINT-JUST,151,189,189,44.2798,4.615,"The coins were found in a block, stuck together with corrosion products and comprised 151 sestertii, dupondii and asses from Trajan to Commodus. The coins were found during gravel extraction in the river and may represent a hoard washed out from a riverbank or a votive deposit.",NA
Sweden,1918,15620,VARVSHOLMEN,5,172,173,56.669292,16.377053,"5 denarii: Vespasian, Hadrian, Antoninus Pius, Marcus Aurelius, Marcus Aurelius (Faustina II Augusta) (AD 172-173).","Swedish History Museum, Stockholm (inv.no. 16085)"
UK,1890,28,WHITCHURCH,23,260,269,51.400611,-2.576387,"Large numbers of moulds for casting spurious coins, principally antoniniani of the period AD 260-74, have been found at Lyons Court Farm, Whitchurch, near Bristol, in 1891, 1897 and 1960. Coins were found as well, clearly part of a hoard accidentally incorporated into the levelling-material. In 1891, 16 Roman bronze coins were found while cleaning a ditch: Faustina 2, Lucilla 2, Commodus 10, Crispina 1, Postumus 1, associated with large st1s, animal b1s, and sherds of Samian, Upchurch and rougher pottery. Followed the discovery of a bronze of Commodus, and 1 of Maximinus. In 1897, additional clay moulds were found and 2 bronze coins oxidised together (Commodus, Septimius Severus). The 1960 finds include a sestertius of Marcus Aurelius and 4 antoniniani (3 Tetricus II and 1 Aurelian).",NA
France,1960,5897,CHANZEAUX,11,-100,0,47.263,-0.644,The hoard comprised 11 electrum staters. It is not clear whether the hoard was found in a vessel. Collin notes links with the hoard from Denée.,NA
Croatia,1941,3669,DUGOPOLJE,400,260,268,43.582,16.599,(c. 400) 156 antoniniani (radiates): Trajan Decius - Valerian I (AD 253-259).,AM Split
Israel,2006,7730,SHU'AFAT 2006 D,10,96,98,31.813847371519,35.234378621922,The hoard comprised 10 bronze coins dated between the reigns of Nero (AD 54-68) and Nerva (AD 96-98).,Israel Antiquities Authority (IAA 113061-70)
UK,1857,2328,SAVERNAKE 1857,25,30,45,51.398759,-1.665317,"Not far from Cunetium, at the top of the Salisbury Hill, a pot was found containing a considerable number of coins, almost all British, with 1 coin of Tiberius. The coins were dispersed, although some were later given to the British Museum. It was noted that they included some small silver coins of Epaticcus. With them were some uninscribed British coins (Remic type), of the type which originally had a coin of Philip of Macedon for its pattern. -- see hoard http://chre.ashmus.ox.ac.uk/hoard/2327 as well.",British Museum (part)
Moldova,1973,9349,CHIȘINĂU 1973,20,355,361,47.01,28.864,At least 250 siliquae but only 20 siliquae entered museum collection: Constantius II (AD 355-361).,"National Museum of Ethnography and Natural History, Chișinău, Moldova; inv.nos. 13.415/AR 6.902-6.921"
Italy,1885,6252,ROME 1885-1886 - TEVERE [TIBER],294,80,80,41.903,12.496,The hoard comprised 294 denarii from Republican issues through to Vespasian (AD 69-79).,"Collection Amilcare Ancona, Rome, Italy (in 1888)"
Bulgaria,1972,18331,GRADESHNITSA 1972,100,15,16,43.4833595,23.4803562,Hoard of over 100 denarii: Republic - Tiberius (AD 15-16).,NA
Portugal,2007,17928,VALE DO MOURO,4600,393,395,40.854385248642,-7.1922203336632,"4600 coins dated between the end of the 3rd century and the 4th found during the excavations at the Roman villa. Most of the coins were nummi, some of them with the reverse REPARATIO REIPVB and GLORIA ROMANORVM. Fragments of linen were recovered from the coins, belonging to the bag with which the coins were kept.","Museu de Conimbriga/Câmara Municipal de Mêda, Portugal"
Belgium,1976,8530,QUAREGNON,15,253,260,50.444,3.865,15 antoniniani (radiates): Gordian III - Valerian I (AD 253-260).,NA
France,1852,3749,LA FLOTTE-EN-RÉ,931,271,274,46.187,-1.325,The hoard comprised a copper-alloy vessel containing 931 radiates for which Bourriau provides a summary catalogue: Trebonianus Gallus - Tetricus I (AD 271-274). Atgier noted the presence of coins of Quintillus and Constantine but TAF believes this to be an error. The coins were acquired by the Bibliothèque Municipale de La Rochelle. The jug handle is in the Musée d'Orbigny.,Bibliothèque Municipale de La Rochelle (coins); Musée d'Orbigny (jug)
France,1810,3884,SANTES,81,260,269,50.59781,2.954933,"81 coins found in a ceramic vessel whilst demolishing a stable block: 65 antoniniani (radiates), 15 denarii, 1 sestertius: Vespasian - Postumus (AD 260-269).",NA
Germany,1925,16962,TRIER - WEBERBACH STRASSE III,21,388,408,49.753483831275,6.6407881627734,"21 coins found in group in the remains of a Roman building, while excavating in the cellar of the Theological Seminar.","Rheinisches Landesmuseum, Trier, Germany (inv.no. EV 1027)"
France,1846,5792,LYONS-LA-FORÊT 1846,10,-100,0,49.398,1.475,The hoard comprised a flint nodule containing 10 silver coins attributed to the Eduens. Coutil suggests there was also a coin with the legend ATEVLA/VLATOS but this appears to be an error. The Musée des Antiquités de Rouen possesses at least 1 coin from the hoard (Scheers MGSM no. 168). Another is known from the Collection of A. Le Boucher.,Musée des Antiquités de Rouen
Germany,1985,16634,ROTTENBURG AM NECKAR,9,241,244,48.476853,8.937725,"The coins (9 sestertii, Marcus Aurelius to Gordian III) were found during building work on the premises of Neckarhalde.",NA
Israel,1955,18785,QUMRAN 1955 C,153,-9,-8,31.741,35.459,"153 silver coins found with a jug: 102 drachm, 48 didrachm, 1 Seleucid tetradrachm and 2 Seleucid didrachms.",NA
Austria,1986,13288,BRUCKNEUDORF 1986,5,316,317,48.018,16.779,"Roll of 5 nummi found on a field near the Roman villa: Constantine I 5, Licinius I 2 (AD 316-317).",NA
Germany,1850,20292,TRIER 1850 E,2,310,313,49.756917946646,6.6158308765852,2 aurei of Constantine I minted in Treveri (AD 310-313).,NA
Italy,1985,13917,CALCINATO,82,240,241,45.455077,10.413057,"Unknown initial number of coins. 82 bronze coins were studied: 81 sestertii, 1 dupondius: Titus - Gordian III (AD 240/241).",NA
UK,2000,15184,HALLATON ENTRANCEWAY 04,120,30,50,52.55626,-0.85094169,Hallaton: 14 hoards were located in and around the entrance way. Hoard 04 comprises 120 Iron Age coins.,NA
France,1845,5553,FLINES-LÈS-MORTAGNE,4,-100,0,50.5108,3.4829,4 Celtic staters.,NA
Spain,1905,4529,ROMANOS,1000,395,423,41.1232,-1.2746,Around 1000 gold coins found with crater: 1 solidus of Theodosius I and 2 gold pieces of Honorius and Arcadius are known; gold w8: c. 4450g.,Dispersed
France,1884,6350,SAINT-MARCELLIN-EN-FOREZ,500,337,340,45.486,4.152,"The hoard comprised more than 500 Roman coins, which were immediately dispersed. P. Tes10oire-Lafayette identified 50 coins dating to the 4th century, which had been kept by the finder. It is thought that these coins are likely to be representative of the composition of the hoard as a whole.",NA
Syria,1931,9794,DURA EUROPOS 6,276,253,253,34.747,40.73,"A hoard of 276 tetradrachms (Caracalla - Trebonianus Gallus) from Dura Europos, found in room 2 of B. 8, east of the Agora.",Yale University
UK,1987,14852,LITTLE CHESTER 1987-9,216,275,285,52.929272,-1.4807811,"214 radiates after AD 280. Found in a pit post-dating the rampart in a concreted mass. 1 official coin and 212 barbarous radiates of small module, 1 illegible coin.",NA
Turkey,1960,3383,PERGAMUM 1960,460,258,260,39.131321054552,27.185093644778,"Hoard of 460 coins: 446 antoniniani (radiates) from Elagabalus to Gallienus, 11 denarii from Caracalla to Gordian III and 3 Provincial bronzes (Septimius Severus of Hadrianoi and Gordian III of Metropolis).","National Museum, Athens, Greece (124 coins and the list of the entire hoard)"
Greece,1939,6749,ANTHOCHORI,19,238,244,39.7347,21.1336,"The hoard comprised 1 silver coin and 18 bronze coins dating from the 3rd c. AD, found close to Metsovo (BCH 1939). Touratsoglou mentions 18 sestertii (Maximinus Thrax - Gordian III), next to 1 denarius / antoninianus, with the find spot Anthochori. No further information available.","Numismatic Museum, Athens"
Bulgaria,1959,10304,GOLESH,32,161,180,43.954,27.6118,120 denarii. 32 were donated to the History Museum in Silistra: Mark Antony - Marcus Aurelius (AD 161-180).,"History Museum, Silistra, Bulgaria; inv.nos. 1241-1272"
UK,1986,15086,BEWDLEY,4,20,50,52.372597,-2.3245688,Apparently a small scattered hoard. 4 EISU stater and a VEP CORF stater were found successively in the same field over a period ranging from January 1986 to May 1987.,Birmingham Museum
