country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Italy,1920,20636,GALLIERA VENETA,3,244,249,45.664272338616,11.829079284869,"During the digging of a ditch 3 asses were found placed in a small amphora which was placed in a bigger 1: Sextus Pompeius as, Augustus as, Philip I as,",Lost
Germany,1959,16991,TRIER AND SURROUNDINGS II,158,270,275,49.750076,6.637089,"In 1959, D. Kienast may have investigated the listed series of coins in art-dealing, which reportedly were picked up as a hoard find in the city area.",NA
Italy,1908,3006,ROME 1908 - VILLA PATRIZI,40,221,221,41.909,12.506,40 silver coins: Nerva - Elagabalus (AD 218-222).,NA
Italy,2001,16194,VERONA 2001,12,276,282,45.446038,10.995071,12 antoniniani (radiates) found close to each other: Gallienus - Probus (AD 276-282).,"Verona Museum, Italy."
Spain,1900,12872,PONTEVEDRA 1900-2000,29,92,92,42.43,-8.645,"Treasure with jewelry. 29 coins: 2 aurei, 27 denarii: Republic - Domitian (AD 92). Found together with an embossed gold foil diadem, 2 partiti1d earrings, 2 earrings with insectiform or endomorphic decoration, 2 rings with semi-precious st1s.","Museo de Pontevedra, Spain"
Turkey,1986,20994,SARDIS 1986,83,457,474,38.487701964615,28.040774542291,83 nummi: Constantius II - Leo I (AD 457-474).,NA
Bulgaria,1980,18318,MEDKOVETS 1980,86,-29,-27,43.6237,23.167,"Hoard of 86 coins: 82 republican and imperial denarii, 3 drachms of Dyrrhachium, 1 unidentified bronze coins: Republic - Augustus (29-27 BC).",NA
Greece,2006,6897,PELLA WEST CEMETERY 2006 (KER. 27A),8,193,235,40.763,22.526,"A hoard of 8 bronze coins from the Severan time (after AD 192), found in grave 27A in the western cemetery of Pella.",NA
UK,1947,14657,LULLINGSTONE ROMAN VILLA VI,6,350,402,51.363732,0.18195953,"In Room 15, part of 'Central Group' of villa rooms, there was a small, very shallow subcircular grave 0.43m long and 0.38m wide, cut into earlier concrete floor. This contained skeleton of a neonate, disturbed & mostly removed at later date, accompanied by 4 minims, 2 minimi, a bronze vessel frag., a pot sherd & a small amount of carbonised wheat grains. In same room there was also a small hoard of ingots (composition 60% copper and 40% lead) and a casting, placed in a small pit together with a pottery vessel.",NA
Italy,1896,6114,SAN MARTINO DEL PIZZOLANO,1000,251,253,45.165,9.6199,The hoard comprised over 1000 sestertii found with a ceramic vessel. 640 coins have been seen: Titus - Trebonianus Gallus (AD 251-253).,NA
Romania,1978,16374,CARACAL 1978,130,238,244,44.104888,24.326187,"Unknown originally number of coins found with a ceramic vessel. 130 silver coins are known: 1 antoninianus (radiate), 129 denarii: Antoninus Pius - Gordian III (AD 238-244).","Romanați Museum, Caracal, Romania"
Croatia,1966,5395,SVETA MARIJA,5,151,161,46.3325,16.7432,"5 denarii from Vespasian (Domitian) to Antoninus Pius (M. Aurelius). Part of a larger hoard, details unknown.",Varaždin Town Museum
Romania,1921,4307,CONSTANȚA COUNTY,44,367,378,44.253,28.257,"44 silver coins: 2 argentei, 42 siliquae: Jovian - Valens (AD 364-367); silver w8: 88 g",Dispersed
Romania,1958,16377,MANGALIA 1958,77,253,268,43.81071,28.584967,"Hoard of 800 coins, divided by 3 lots. Only 77 were studied: Philip I - Gallienus (AD 253-268).","Museum of History and Archaeology, Constanța (circa 100 coins); Coin Room Romanian Academy, Bucharest (77 coins); Institute of Archaeology, Bucharest (10 coins)"
France,1958,12399,BOURGES 1958-1859,30,244,249,47.075117,2.409245,"It comprised c. 100 bronze coins found with a ceramic vessel: Trajan - Philip I (AD 244-249). Only 30 are now recorded: 29 sestertii, 1 as.","Berry Museum, St. Moritz, Switzerland"
Libya,1962,4967,SABRATHA 1962,356,310,337,32.808,12.486,"356 coins found southward of mausoleum B: 352 imitations of antoniniani (radiates), 4 nummi of Constantine I/his sons as Caesars (AD 310-337).",NA
Bulgaria,1935,9811,MIHAYLOVO 1935,10,244,249,43.577,23.598,"50 silver coins, 10 seen: Caracalla - Trajan Decius (AD 250-251).","National Archaeological Institute with Museum, Sofia, Bulgaria; inv.no. CLXIV in 1957"
Germany,1957,19957,BERGKAMEN,10,-9,-3,51.612,7.5867000000000004,"10 coins stuck together were found on the area of the legionary fort. Together were found a silver phalera and a silver handle from a cup. Coins ranging: Celtic 1, Republic 1, Augustus Colonia Nemausus 8.",NA
Romania,1993,2616,SARMIZEGETUSA 1993,21,201,206,45.513,22.788,The hoard comprised 21 denarii from Vitellius to Septimius Severus with a tpq of AD 201 to 206. Hobbs estimates a silver w8 of 39.6-60.8 g.,Museum of Sarmizegetusa
Belgium,1876,8254,HEMPTINNE,1122,385,386,50.229,4.563,"(1122) 1040 silver and bronze coins: 5 antoniniani (radiates), 869 nummi, 177 imitations: Trajan - Magnus Maximus (AD 385-386).","Archaeological Museum, Namur, Belgium (1042 coins)."
Croatia,1962,17408,OLIB,9,296,296,44.302778000000004,14.872222,An amphora with 2 antoniniani and 7 nummi ranging from Tacitus to the first Tetrarchy found on the seabed.,"Archaeological Museum Zadar, Croatia"
UK,1997,15392,WHEATHAMPSTEAD,11,10,40,51.812187,-0.28969805,"A scattered hoard of 11 coins found by detectorists in a field north of the oppidum at Wheathampstead. Given the wide range of dates, the coins may come from more than 1 deposit.",Verulamium Museum
Italy,1956,13864,OSCHIRI,32,41,50,40.816823,9.076829,"32 Roman imperial bronze coins found with an amphora: 11 sestertii, 1 dupondius, 20 asses: Augustus - Claudius I (AD 41-50).",NA
Bulgaria,1972,3277,IVANOVO,35,244,249,43.093471,26.727035,Unknown initial number of silver coins. 35 coins entered the museum collection in Varna: Caracalla - Philip I (AD 244-249); Silver w8: 45.1-89.6 g.,"Archaeological Museum, Varna, Bulgaria; inv.no. 18976-19010"
France,1760,7395,AMIENS 1760 1,2,96,98,49.894,2.296,The hoard comprised a large number of sestertii of the Early Empire including 2 sestertii of Nerva.,NA
UK,1960,14661,RECULVER ROMAN FORT,4,260,269,51.376626,1.1885366,"During the excavation of Roman fort at Reculver, a rectangular sunken room, poss. the strong room of the principia & sacellum, was excav., 23 ft 10 in. long & 20 ft wide. It had a thin skin floor of white mortar, covered in a deposit 6-12 in. deep of loam, mortar, painted wall plaster & domestic refuse, incl. pottery. It also produced frags. of 2 st1 inscriptions from commemorative tablets, 6 iron arrowheads, & 21 coins of Antoninus Pius to Constantine II, with 14 from period AD 260-293. The rubble layer above contained mortaria, roof tile & box tile frags, & may represent collapsed roof, & this layer produced another 4 coins of Postumus of AD 268.Philp, B. 2005. The Excavation of the Roman Fort at Reculver, Kent. Kent Monographs 10. Kent Archaeol. Rescue Unit, pp. 44-45",NA
Belgium,1861,8287,VEZIN,54,335,337,50.4997,5.0068,"54 coins: 6 antoniniani (radiates) (4 copies), 2 sestertii, 1 dupondius, 6 asses, 39 nummi: Domitian - Constantine I (AD 335-337).","Archaeological Museum, Namur, Belgium (53 or 34 coins)"
Croatia,1994,17397,ZBELAVA,2567,276,282,46.2819,16.3992,2567 antoniniani (radiates) found with a ceramic vessel: Gallienus (Sole) - Probus (AD 276-282).,Gradki muzej Varaždin (2567 coins); finder (19 coins)
Tunisia,1955,5352,CARTHAGE - ANTONINE BATHS 1955,82,434,435,36.853,10.322,The hoard comprised at least 82 coins with a tpq of AD 434 to 435. No further information was given about the composition of the hoard.,NA
Switzerland,1893,6553,DIESSENHOFEN TG 1893,204,268,270,47.684,8.718,"Hoard found in a cooking pot (not preserved) during construction work for the Nordostbahn railway track. It comprised an unknown number of antoniniani, of which 204 (possibly the greater part) are preserved in public collection, ranging from Trebonianus Gallus to Claudius II. - After the publication in 1992, at least another 6 coins from this hoard were recorded, in a private collection in Diessenhofen. The sherds of the pot are described in the 1893 publication. 4 Gallienus coins were also subjected to chemical analysis at the same time, pp. 11-12: ""Derselbe hat drei Stücke auf ihre Zusammensetzung quantitativ und qualitativ, das vierte nur qualitativ untersucht und folgendes gefunden: I. 6 Theile Zinn, 94 Theile Kupfer; II. 30 Th. Silber, 03 Th. Gold, 697 Th. Kupfer; III. 18 Th. Antimon, 82 Th. Kupfer; IV. Kupfer, Antimon und wenig Bismuth.""","Thurgauisches Historisches Museum, Frauenfeld (158 coins); Museum Allerheiligen, Schaffhausen (40 coins); Schweizerisches Landesmuseum Zürich (6 coins); private (6 coins)"
Italy,1930,14442,CASSANO MAGNAGO 1930,30,284,293,45.675951,8.826694,Hoard of antoniniani (radiates). Only 30 coins were seen: Gallienus (sole) - Maximian I (AD 284-293),NA
Belgium,1816,8221,BEVEREN-WAAS,54,324,326,51.25,4.27,(54) 21 coins mixture of silver and bronze denominations: Caracalla - Constantine I (AD 324-326).,NA
Israel,2000,8799,ḤORBAT QASTRA 2000,57,474,491,32.789,34.992,"The hoard comprised 57 nummi dated between AD 337-341 and AD 474-491, and 1 Nabataean coin.",Israel Antiquities Authority (IAA 97361-97417)
Bosnia and Herzegovina,1885,3393,PODASTINJE,160,258,259,43.958,18.078,160 silver coins: Septimius Severus - Valerian I (AD 253-260).,AM Zagreb (41); ZM Sarajevo (114); Fojnica monastery; dispersed
Switzerland,2017,18821,OENSINGEN SO 2017,9,270,275,47.290848304,7.716380667,A depot of 8 antoniniani and 1 denarius (Septimius Severus - Claudius II) found in a pit on 1 of the rooms of the villa rustica at Oensingen,"KASO, Solothurn"
Israel,1981,7904,KHIRBET QASTA,84,217,218,32.926,35.522,The hoard comprised 84 tetradrachms dated between AD 211-217/8.,NA
France,1950,17401,ANTIBES 1950,300,-124,-124,43.5825,7.1118,300 Republican denarii. All of them with the helmeted head of Rome on the obverse. Only 2 could be studied.,Sold
Sweden,1722,15614,GOTLAND 1722 1 - UNKNOWN FINDSPOT,2,138,161,57.506233,18.450164,"2 denarii: Hadrian, Antoninus Pius (AD 138-161). Found while ploughing.",NA
UK,1991,15120,CHIRTON,6,-20,10,51.294099,-1.9153349,"A small group of ""irregular Dobunnic"" or East Wiltshire silver units, found within an area of approximately 20 m2.",NA
Austria,1840,13172,TÖDLING,48,313,324,48.232,14.373,48 bronze coins ranking from Nerva to Licinius I. Hoard? No further details,"Museum Linz, Austria"
Netherlands,1999,9921,HOENDERBOS,9,181,181,51.6439,5.6197,9 sestertii: Hadrian - Commodus (AD 181).,Private collection
Portugal,1880,17791,CASTRO DA VILA,800,402,402,41.2809,-8.4132,800 nummi found with a ceramic vessel near the hillfort wall. 555 coins are hosted in the Museu Arqueológico da Citânia de Sanfins: Claudius II - Arcadius and Honorius (AD 402). Work in progress.,"Museu Arqueológico da Citânia de Sanfins, Portugal"
Spain,1940,8440,CASTRO DE SANTA TECLA 1940,33,14,15,41.892476285386,-8.8697081595033,33 denarii found in a pit under a slab in a Roman house: Augustus - Tiberius (AD 14-15).,"Museo Arqueológico de Santa Tecla, Pontevedra, Spain"
UK,2000,15190,HALLATON ENTRANCEWAY 14,107,30,50,52.55626,-0.85094169,Hallaton: 14 hoards were located in and around the entrance way. Hoard 14 comprises 107 silver Iron Age coins.,Leicestershire County Council
France,1884,6076,LE VIGEN,400,271,274,45.751031,1.288696,The hoard comprised a ceramic pot containing approximately '400 middle and small bronzes dating to the third century AD': Valerian I - Tetricus I (AD 271-274).,NA
Switzerland,2001,6446,AUGST BL-INS. 28 2001,10,183,185,47.531,7.723,"Found during excavations. Assemblage of 10 aes coins, Domitian to Commodus, in a roadside ditch, spread out over ca. 5x1 metres. The hoard comprised 3 dupondii and 7 asses.",NA
UK,1990,15062,'HUNTINGDON',318,20,50,52.33311,-0.182433,"Undeclared hoard of Iron Age and Roman Republican silver. Findspot disputed. Chadburn (2006, hoard 8) records a large hoard supposedly of East Anglian and Republican silver, said to have been found somewhere in the Huntingdon area in the early 1990s, supplying 4 possible findspots. Given the date of the alleged discovery it is possible that this record represents a garbled account of part of the Bowl Hoard, but Chadburn suggests that it was a genuine, separate find.",NA
France,1851,6240,AUBENTON,371,80,81,49.837,4.205,The hoard comprised 371 denarii from the Republic to Domitian dating to AD 80-81. The Republican denarii are identified to 57 'families' but cannot be given RRC equivalents.,NA
Czech Republic,1990,15983,JÁCHYMOV,9,379,423,50.372584,12.91284,Over 9 nummi found in a garden. Among them 1 coin of Constantius II and 1 of the House of Theodosius I (AD 379-423).,"National museum, Prague, Czech Republic (inv.no. H5-H5-255.040-255.648)"
France,1953,6354,SAINT-JUST,151,189,189,44.2798,4.615,"The coins were found in a block, stuck together with corrosion products and comprised 151 sestertii, dupondii and asses from Trajan to Commodus. The coins were found during gravel extraction in the river and may represent a hoard washed out from a riverbank or a votive deposit.",NA
Germany,1847,17243,LENGERICH II,10,326,361,52.178844,7.872598,"The Lengerich II find is the second of a set of 3 finds, made underneath 3 large st1s during the construction of the road Freren - Lengerich. It consisted of gold jewellery, a 10 solidi (time of Constantine I). The coins had been placed underneath a number of smaller st1s, artificially piled together.",NA
Armenia,1945,17491,SAṘNAKUNKʽ [ՍԱՌՆԱԿՈՒՆՔ],195,-36,-34,39.648530092413,45.882801524461,"A hoard of at least 375 coins - Tetradrachms, drachms, cistophori, denarii: Macedonian, Seleucian, Phenician, Parthian, Armenian, Pontic, Cappadocian, from Pergamon, Ephesus and Roman), ranging from 220-163 to 36-34 BC. 195 coins were well documented.",NA
Israel,1978,8501,EL FAWAR,2500,132,136,31.478,35.066,The hoard comprised around 500 tetradrachms and at least 2000 denarii from the Second Jewish Revolt (AD 132-136).,NA
France,1969,3958,WAZIERS,3650,276,282,50.386,3.109,"The hoard comprised 10.6kg of coins. Mints represented are Rome (3195); Milan (135); Viminiacium (1); Siscia (151), Sirmium (2), Antioch (1); Cyzicus (10); Cologne (13); Trier (11); uncertain (53) Found during the construction of a vault. Silver: 28, 3590, 47 coins; Silver w8: 1008.5-4527.4",Musée de Douai
Portugal,1927,8422,JUNQUEIRA,68,-2,4,41.269179882798,-7.0819730216188,Hoard of 68 denarii found with a ceramic vessel. 47 pieces were recorded: Republic - Augustus (2 BC - AD 4).,NA
UK,1997,14765,MAISEMORE,30,330,340,51.905176,-2.2921154,"HER record of a scattered 4th century hoard from 1 corner of a field, recorded at Gloucester City Museum in 1997. Mixed group of 42 objects including 6 Roman brooches or brooch fragments and a part of a Roman copper alloy spoon. 15 of the coins date from the period AD 320-340.",NA
Hungary,1954,2819,DUNAUJVÁROS 1954 B,57,253,254,46.96,18.93,57 antoniniani: Elagabalus - Valerian I (AD 253-254).,"Magyar Nemzeti Múzeum, Budapest; Museum Dunaújváros, Hungary"
Germany,1902,16583,STEINGADEN,2037,251,253,47.702662,10.861071,"A hoard of ca. 2400 silver coins, most of them ranging from Septimius Severus to Gallienus, was unearthed in house no. 45 in 1902. 700 specimens arrived in the Kemp10 Heimatmuseum, several others in private ownership. The provenance of the coins in the Kemp10 museum can't be ascertained any more, but FMRD publishes a list of 21 coins with RIC references, and a summary list of 363 coins that probably came from this hoard.",NA
