country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Turkey,2000,20044,KINET HÖYÜK 2000,60,350,400,36.853524980833,36.157342489026,"Over 60 gold coins. Found in a jar during construction of industrial compound 250 m from the mound of Kinet Höyük, apparently in the same place as the KINET HÖYÜK 1999. Intercepted by police during dispersal.","Archaeological Museum, Hatay, Turkey"
UK,1974,14894,CADEBY 1974,8,180,192,53.494143,-1.2176636,Hoard of 11 sestertii found adjacent to the large Cadeby hoard.,NA
Spain,1865,17541,SANTIBÁÑEZ DE MURIAS,180,14,37,43.114894061862,-5.65633872588,"Hoard of 180 denarii ending with issues of Tiberius, with a large majority of Augustus RIC 207 type (AD 2 BC - AD 4).",Lost
Belgium,1653,4640,TOURNAI I,294,476,491,50.608,3.395,"100 solidi: 89 solidi: Theodosius II - Zeno (AD 476-491); 11 solidi uncertain; gold w8: c. 445 g; (c. 200) 199 silver coins: 158 uncertain, 41 denarii: Republic - Caracalla (AD 211-217), 1 siliqua Constantius II Jewelry and weapons","Bibliotheque National, Paris; Tyroler Landesmuseum, Innsbrück"
Turkey,1980,3183,CAESAREA 1980,61,253,253,38.731,35.479,From Elagabalus to Valerian I. Possibly incomplete as only known from antiquities trade: 61 coins; Silver w8: 46.4-156.7g. The hoard is dispersed having been sold in New York in 1980.,NA
France,1815,7220,LACROIX-SAINT-OUEN 1815,8000,337,340,49.355,2.787,"The hoard comprised close to 8000 nummi of the House of Constantine, including SOLI INVICTO, PROVIDENTIAE CAESARVM NOSTRORVM, GLORIA EXERCITVS, VRBS ROMA and PIETAS PVBLICA and PAX ROMANA.",NA
Bulgaria,1998,10221,DOLETS 1998,7000,270,270,43.236,26.228,7000 antoniniani up to AD 270. No further information.,NA
Germany,1928,16841,TRIER - CHAPEL WEST CORNER TEMPELS AREA,18,364,378,49.746378295083,6.6407936523471,"""The coins were found together in the trench Förster I, in a 60cm deep layer; to judge according to the composition, the coins probably were originally a hoard find.""","Rheinisches Landesmuseum, Trier, Germany (inv.no. F 7236a)"
UK,1937,238,BRISTOL (ROCHESTER ROAD),1480,209,212,51.445705,-2.5481764,"On July 28, 1937, a hoard of 1478 silver and 2 copper coins was found in Rochester Road, St. Anne's, Bristol, in a pit that was being dug for a garage. No trace of any container could be found, though careful search was made. The silver coins were 1476 denarii (Mark Antony to Septimius Severus) and 2 drachms (Caesarea in Cappadocia and Lycia). Please note that Pearce and Mattingly's coin summary lists 128 denarii of Hadrian and 66 of Faustina I, but the catalogue includes 126 Hadrianic denarii, and 68 denarii of Faustina I.",British Museum (part); City of Bristol Museum and Art Gallery (part)
Bulgaria,1957,12079,PRODANOVTSI,25,211,217,42.347,23.523,Unknown number of provincial bronze coins found in a ceramic vessel. 25 pieces are known: Septimius Severus - Caracalla (AD 211-217).,NA
Germany,1937,16997,GLADENBACH,20,270,274,50.76847,8.58085,"A corroded metal container was found in 1937, in the garden of a house. It contained either 20-30, or ca. 15 Roman coins. The 4 coins that were inventoried in 1957 are antoniniani dating from Claudius II to Tetricus I. Coins are lost today.",NA
Portugal,1920,17799,CASTRO DE OSSELA,130,383,408,40.828025982368,-8.416072404518,130 nummi found with a metallic vessel: Gallienus - Theodosius I/Arcadius (AD 383-408).,"Museu Regional de Oliveira de Azeméis, Portugal"
France,1834,7355,LES MARTRES-D'ARTIÈRES,87,238,244,45.836,3.262,The hoard was found in a small square cairn created with Roman tiles stuck together with red Roman cement and was surrounded by numerous st1 sarcophagi. It comprised 87 sestertii from Vespasian to Gordian III and an oculist's stamp inscribed with the name C. TITTIVS BALBINVS.,NA
Italy,1942,13806,DONORI,53,161,180,39.432425,9.126029,53 large Roman imperial bronze coins (sestertii?): Vespasian - Marcus Aurelius (AD 161-180).,NA
Turkey,1982,20046,SARDIS 1982,695,496,518,38.487701964615,28.040774542291,"695 bronze coins, probably, held in a textile bag: Greek - Anastasius/Vandals (AD 496-518).",NA
Hungary,1915,2845,GYÖR,865,137,138,47.68,17.65,"865 coins: 29 aurei, 833 denarii: Republic - Hadrian (AD 137-138)",NA
UK,1835,15130,COLCHESTER 1835-45,50,10,40,51.888024,0.8903295,"A number of Iron Age gold and silver coins, found in a field with the remains of a box.",NA
Italy,2001,12498,PIAIA,10,103,111,46.166,12.298,The hoard comprised 10 bronze coins: Vespasian - Trajan (AD 103-111). W8: 68.27 g.,"Soprintendenza per i Beni Archeologici del Veneto, Padova, Italy"
UK,2005,15100,BRIGHSTONE 2005-11,990,-50,50,50.618056,-1.3794169,"A large hoard of at least 990 base silver staters of the Durotriges, found in and around the base and lower body of an Iron Age or Roman pot.",Returned to finder
Israel,1962,7565,CAESAREA 1962,3700,355,360,32.519,34.905,The hoard comprised 3700 bronze coins dated between AD 316 and AD 361.,"Israel Antiquities Authority (1,172- IAA nos. 23066-23418 and nos. 30278-31050)"
Israel,1970,8166,JEWISH QUARTER 1970,696,70,70,31.776,35.233,"The hoard(?) comprised 696 bronze coins of Alexander Jannaeus (103-76 BC), which may have been derived from smaller hoards.",NA
Germany,1795,17271,DELMENHORST-DWOBERG,24,185,185,53.0583,8.605,"A hoard of 24 denarii, found on the Dwoberg in 1795. Of these, 22 (Hadrian - Commodus) were found to be in the Oldenburg state museum.",NA
Netherlands,2000,10013,SOMEREN 2000,10,-2,4,51.3844,5.715,10 denarii: Republic - Augustus (2 BC - AD 4).,Private collection
France,1977,8699,GILLY-SUR-ISÈRE,4,222,235,45.66,6.343,"4 bronze coins: Hadrian - Severus Alexander (Julia Mamaea) (AD 222-235). Found together with an iron scale, a bronze weigh and scale pan fragments. Most likely ot a set for weighing.",NA
Germany,1900,16538,SAMENHEIM,100,145,147,49.05285,10.746608,"A Roman coin hoard of 80-100 denarii was unearthed in Samenheim. The precise find location and circumstances are not further ascertainable. The bulk of the find is lost. Only 20 denarii, ranging from Nero to Hadrian, now part of a private collection, are preserved. It is possible that these 20 coins may represent the full chronological coverage of the original find.",NA
France,1848,7203,CHOISY-AU-BAC,3001,337,337,49.436,2.879,"The hoard comprised a large bronze vessel with a handle, filled with approximately 3000 'medium and small' bronze coins (nummi) of the Tetrarchy to Constantius II and Magnentius.",NA
UK,2006,839,FAREHAM DISTRICT,4,402,406,50.833022,-1.2345712,4 solidi of Honorius found over a period of a year.,Hampshire County Council Museums Service
France,1929,5577,SOMAIN,100,249,251,50.3451,3.2585,"The hoard comprised 100 coins 'une centaine'. Gricourt only saw 3 coins from the find. They were antoniniani (radiates) of Gordian III, Philip and Herennia Etruscilla. A pharmacist from Somain discovered the hoard which was immediately dispersed.",NA
UK,2011,14862,AMBER VALLEY 2011-13,9,166,180,53.055049,-1.4643516,"6 sestertii recorded with the PAS, 3 further from excavation of the site (see Amber Valley barbarous radiate hoard). Not classed as Treasure.",NA
India,1983,18352,DHARMAVARIPALEM,26,196,211,15.7667,79.6833,20 6 coins (aurei and their imitations) were accessi1d from 11 persons under treasure trove legislation. They constituted a part of the hoard which contained also jewellery and was found in the land owned by private individuals. Some of the imitations are mould-linked.,Telengana State Archaeological Museum
Germany,1842,17248,RÜTENBROCK,300,161,180,52.837338,7.104961,"A hoard of ca. 300 denarii, found in 1842, during peat digging, close to the so-called 'Römerbrücke' in the Bourtanger Moor. The coins are now lost, except for 2.",NA
France,1937,5886,JUBLAINS 1937,14,317,318,45.9846475,4.052545,"Amongst 76 coins found in the Musée d'Ernée with the label 'Jublain 1937', are 14 which appear to represent a hoard.",NA
UK,1927,15386,WESTERHAM 1927,14,-80,-60,51.248745,0.07620419,Flint containing 14 Iron Age staters.,British Museum
UK,1916,15198,HAMMERSMITH 1916,7,-70,-50,51.478595,-0.23020105,"3 potins had been found on separate occasions before 1916, when a group of 4 coins were discovered together. Haselgrove (1987, 280 no. 33) suggests that this was a small, scattered riverside hoard.",Museum of London (part)
Italy,1968,6928,MORROVALLE,105,400,500,43.314252,13.583048,The hoard was found during the excavation of a villa and comprised 105 nummi dating to the 4th and fifth centuries AD.,NA
Romania,1913,12027,DĂENI 1913,15,117,138,44.849,28.128,14 Roman bronze coins and 1 autonomous Histrian coin found in a small ceramic vessel: Hellenistic - Hadrian (AD 117-138),"Coin Room, Institute of Archaeology, Bucharest, Romania"
France,1750,5799,LES PRÉAUX,615,260,268,49.342,0.476,"The hoard comprised a copper-alloy vessel filled with 15 Roman silver coins and 600 small bronzes of the same module (radiates). The reverse of 1 coin is given as MARTI PACIFERO, A/-. It appears to be an issue of Gallienus (RIC V/1 236?)",NA
Spain,1940,4770,DENIA,669,240,240,38.8387992,0.1050557,"The hoard comprised a ceramic container, the characteristics of which are unknown which contained 667 sestertii, 1 dupondius from Vespasian to Gordian III and 1 Provincial bronze of Hadrian.","Museo Arqueologico Provincial de Alicante, Spain"
Spain,1985,4777,LOS TORREJONES,9,249,251,38.5966,-1.0815,"The hoard was found mixed in with earth, without an obvious container. The excavators suggested an organic bag.","Museo Arqueológico de Yecla (Murcia), Spain"
UK,1995,15068,ANDOVER 1995,16,-60,-50,51.203625,-1.6292296,"6teen Iron Age coins found on 10 August 1995, within a small area of 1 field.","Museum of the Iron Age, Andover"
Romania,2008,8959,RĂCARI,4,79,79,44.514,23.572,4 aurei of Vespasian (AD 71-79). Found in the praetorium/principia of the auxiliary fort.,NA
Serbia,1968,3798,MARADIK,248,260,268,45.102,19.995,Over 248 antoniniani (radiates) found with a ceramic vessel: Gordian III - Gallienus (sole)(AD 260-268).,"Museum of Vojvodina, Novi Sad, Serbia (230 coins), Vl. Macković collection Novi Sad, Serbia (18 coins) - 1982"
Portugal,1867,17537,PEDRAÇA,8,14,37,41.5055,-7.9715,"8 denarii: Augustus 6, Tiberius 2 (AD 14-37).",NA
Morocco,1952,5417,BANASA 1952 1,64,270,270,34.6,-6.11,64 antoniniani (radiates) found near a kiln within the south-west district of the Roman city: Gallienus (sole) - Quintillus (Divus Claudius II) (AD 270).,NA
Austria,1872,3110,SALZBURG 1872,2191,235,238,47.804,13.044,"2191 silver coins found with an urn: 2147 denarii, 44 antoniniani (radiates): Mark Antony ´- Maximinus I Thrax (AD 235-238); silver w8: 3112.7-7821.9g.","Salzburg Museum Carolino Augusteum (41 coins); Münzkabinett, Kunsthistorisches Museum, Wien, Austria (10 coins)"
Germany,1938,3540,ALZEY 1938,382,268,268,49.7462012,8.1171135,"A hoard of 381 silver coins (denarii and antoniniani ranging from Geta to Postumus) and 1 provincial coin, found in a vessel surrounded by fire rubble in a building located in front of the SE corner of the Roman fort. The coins had been contained in a bag made of hemp. A large number of ornaments had been placed on top to the vessel.",Alzey museum
Netherlands,2008,12635,CUIJK - SINT AGATHA 2008-2020,32,230,230,51.729,5.879,32 bronze coins: 32 sestertii: Vespasian - Severus Alexander (AD 230),NA
Slovenia,1919,8970,SLOVENSKA BISTRICA,400,193,211,46.392,15.573,400 denarii: Marcus Aurelius - Septimius Severus (AD 193-211). Dispersed.,Part of the hoard is kept in an unknown private collection; dispersed.
UK,1982,1481,NORTON SUBCOURSE,116,41,42,52.54491,1.5381474,"A hoard of 116 coins found over a period of several years in a field, including 3 Iron Age coins, 87 Republican denarii and 26 Imperial denarii up to Claudius I. Other finds were restricted to post-medieval metalwork, prehistoric flints and a single Romano-British brooch, a Colchester derivative of rear-hook type belonging to the mid first century AD.",British Museum
Israel,1952,7704,TIBERIAS 1952,218,117,119,32.7844,35.5428,The hoard comprised 218 Syrian tetradrachms from the reigns of Nero to Hadrian.,Israel Antiquities Authority (208: IAA 28249-28456)
Israel,1992,7633,CAESAREA MARITIMA,7,400,500,32.501694168881,34.893455878147,The hoard comprised 7 coins from the fifth century AD.,Israel Antiquities Authority (IAA 63185-63191)
Turkey,1969,6226,GORDION,22,41,54,39.6502,31.9783,"A hoard of 22 provincial bronzes of Augustus, Germanicus and Claudius I on earthen floor. They formed a tight clump and had presumably been in a leather or cloth bag that had disintegrated.",NA
Romania,1982,3133,ABRUD,2060,251,252,44.146,27.981,"2060 silver coins: 1849 denarii, 1 plated denarius, 209 antoniniani (radiates), 1 drachm: Vespasian - Trebonianus Gallus (AD 251-252).","History and Archaeology Museum Constanța, Romania"
Belgium,1855,8371,SOLRE-SUR-SAMBRE,10,180,192,50.307,4.158,"(14) 10 coins of unknown denomination: Celtic, Republic, Trajan - Commodus (AD 180-192).",NA
France,1956,5800,PRESSAGNY-L'ORGUEILLEUX,37,221,222,49.13199,1.444709,37 sestertii: Hadrian - Elagabalus (AD 221-222).,NA
Hungary,1869,5512,SOLYMÁR,668,251,253,47.589,18.935,(746) 668 denarii and antoniniani: Septimius Severus - Trebonianus Gallus (AD 251-253),NA
Italy,1957,4620,REGGIO EMILIA,60,490,490,44.700051,10.62988,60 solidi in a lead vessel: Marcian - Zeno (c. AD 490); gold w8: 267g.,"Museo Civico, Reggio Emilia, Italy"
France,1927,12384,SAINTE-MONTAINE,93,244,249,47.4901,2.3199,It comprised 93 sestertii found with a ceramic vessel. Only 88 are now recorded: Trajan - Philip I (AD 244-249).,NA
France,2011,16706,BEZANNES,12,240,240,49.2137,3.984,"12 coins found together in a pit that served as a cellar to an agricultural building. Probably were kept in a leather or fabric purse: 1 bronze medallion, 7 sestertii, 4 dupondii: Trajan - Gordian III (AD 240).",NA
France,1860,7062,ORLY-SUR-MORIN,2,253,260,48.904,3.23,The hoard comprised 132 denarii and antoniniani (radiates) of Marcus Aurelius to Valerian I and Gallienus (AD 253-260).,NA
Ukraine,1963,18267,GLINSK,884,193,211,49.592388359304,28.463986254926,884 denarii: Trajan - Septimius Severus (AD 193-211).,"University Museum, Kyiv, Ukraine"
UK,2011,15231,LITTLE MALVERN 2011,2,-50,-20,52.048866,-2.3513804,"Both coins are Iron Age gold coins produced between Caesar's invasions of Britain (55/54 BC) and the Roman Conquest in AD 43. They belong to the so-called 'Western series', which is of10 attributed to the Dobunni. (PAS).",NA
UK,2012,940,SANDRIDGE,159,407,408,51.794423,-0.30487148,"159 solidi ranging from Gratian to Honorius, AD 406.",St Albans Museum
Bulgaria,1980,12120,DOBRI DOL,22,244,249,42.1308,25.3115,"On an area of 3 sqm were found 22 silver coins: 2 denarii, 20 antoniniani of Philip I, beside a bronze lamp.",NA
UK,1970,14736,"IVY CHIMNEYS, WITHAM 1970-78",255,275,285,51.786376,0.62280373,"Depression F2409. Contained 12 re-deposited (curated?) Palaeolithic flint handaxes in gravel at bottom of feature, also 3 3rd C. coins. Then an octagonal st1 font inserted. After font fell out of use, depression filled with series of black upper fills, poss. derived from midden material, containing large quantities of animal b1, oyster shell & pottery; but also objects incl. a silver pin, a copper alloy enamelled fitting, decorative strips & frags. of finger & ear rings & bracelets (some chopped up), pins, copper beads, door fittings, and an iron latch lifter, hand saw, auger & trowel, an iron wool carding comb, a st1 cult figure, & 32 4th C. coins",NA
